1,-1,家庭社区,39.984655,116.313724
1,-1,家庭社区,39.984677,116.312746
1,-1,学校,39.984652,116.310854
1,-1,家庭社区,39.984428,116.307126
1,-1,家庭社区,39.983557,116.299235
1,-1,家庭社区,39.9833,116.299314
1,-1,家庭社区,39.983276,116.299265
1,-1,家庭社区,39.983663,116.298932
1,-1,家庭社区,39.984045,116.298725
1,-1,家庭社区,39.984888,116.300514
1,-1,家庭社区,39.98493,116.301391
1,-1,家庭社区,39.984953,116.302264
1,-1,家庭社区,39.985043,116.303258
1,-1,家庭社区,39.985157,116.306711
1,-1,家庭社区,39.985161,116.309494
1,-1,银行,39.987458,116.310084
1,-1,家庭社区,39.988111,116.310052
1,-1,家庭社区,39.988772,116.309784
1,-1,家庭社区,39.989392,116.309949
1,-1,家庭社区,39.989981,116.310115
1,-1,家庭社区,39.99056,116.31019
1,-1,学校,39.990698,116.310103
1,-1,学校,39.990689,116.310088
1,-1,学校,39.990793,116.310109
1,-1,学校,39.991014,116.311693
1,-1,学校,39.991032,116.312666
1,-1,家庭社区,39.991035,116.313681
1,-1,家庭社区,39.991183,116.317452
1,-1,酒店,39.991388,116.321384
1,-1,酒店,39.991406,116.322176
1,-1,家庭社区,39.991716,116.322778
1,-1,家庭社区,39.992456,116.322797
1,-1,学校,39.993077,116.322617
1,-1,家庭社区,39.993796,116.322579
1,-1,家庭社区,39.994648,116.322723
1,-1,家庭社区,39.995392,116.322607
1,-1,家庭社区,39.99611,116.322544
1,-1,学校,39.996645,116.322412
1,-1,学校,39.997592,116.322314
1,-1,学校,39.998307,116.322268
1,-1,学校,39.999078,116.322196
1,-1,学校,39.999602,116.322324
1,-1,学校,39.999565,116.323134
1,-1,学校,39.999581,116.323732
1,-1,学校,39.999678,116.324453
1,-1,学校,39.999662,116.324481
1,-1,学校,39.999678,116.324511
1,-1,学校,39.999506,116.324545
1,-1,学校,39.999598,116.324684
1,-1,学校,40.004783,116.320388
1,-1,学校,40.004849,116.321153
1,-1,学校,40.005455,116.321389
1,-1,学校,40.006178,116.321463
1,-1,学校,40.006974,116.321454
1,-1,学校,40.007715,116.321414
1,-1,学校,40.008515,116.321421
1,-1,学校,40.00895,116.321449
1,-1,学校,40.009021,116.321625
1,-1,学校,40.008481,116.32244
1,-1,学校,40.008984,116.321525
1,-1,学校,40.009022,116.321434
1,-1,学校,40.00908,116.321479
1,-1,学校,40.009072,116.321585
1,-1,学校,40.009071,116.321517
1,-1,学校,40.008995,116.321407
1,-1,学校,40.008994,116.321389
1,-1,学校,40.00927,116.321447
1,-1,学校,40.009187,116.32143
1,-1,学校,40.009017,116.321558
1,-1,学校,40.009026,116.321518
1,-1,学校,40.009012,116.321576
1,-1,学校,40.009015,116.321526
1,-1,学校,40.009074,116.32148
1,-1,学校,40.009273,116.321781
1,-1,学校,40.009356,116.322121
1,-1,学校,40.009344,116.32219
1,-1,学校,40.009351,116.321916
1,-1,学校,40.009316,116.32185
1,-1,学校,40.008852,116.321109
1,-1,学校,40.008665,116.320937
1,-1,学校,40.008521,116.320688
1,-1,学校,40.008309,116.320547
1,-1,学校,40.008121,116.320359
1,-1,学校,40.007947,116.320238
1,-1,学校,40.007819,116.32024
1,-1,学校,40.007623,116.319953
1,-1,学校,40.007526,116.31965
1,-1,学校,40.007453,116.319403
1,-1,学校,40.007524,116.319321
1,-1,学校,40.00759,116.31934
1,-1,学校,40.007663,116.319417
1,-1,学校,40.007654,116.319266
1,-1,学校,40.007331,116.319657
1,-1,学校,40.007516,116.319316
1,-1,学校,40.007298,116.319036
1,-1,学校,40.007627,116.318775
1,-1,家庭社区,40.00803,116.318444
1,-1,家庭社区,40.008049,116.318444
1,-1,家庭社区,40.008305,116.318267
1,-1,家庭社区,40.007884,116.318684
1,-1,学校,40.007721,116.318792
1,-1,家庭社区,40.008019,116.318455
1,-1,学校,40.007611,116.318793
1,-1,学校,40.00744,116.31909
1,-1,学校,40.007681,116.318962
1,-1,家庭社区,40.007905,116.31869
1,-1,学校,40.007898,116.318829
1,-1,家庭社区,40.008237,116.318816
1,-1,学校,40.007582,116.319409
1,-1,学校,40.007876,116.319505
1,-1,学校,40.008369,116.319618
1,-1,学校,40.008601,116.319482
1,-1,学校,40.008645,116.319484
1,-1,学校,40.006747,116.318549
1,-1,学校,40.006745,116.318581
1,-1,学校,40.006745,116.318817
1,-1,学校,40.00681,116.319239
1,-1,家庭社区,40.006828,116.319424
1,-1,学校,40.007457,116.319674
1,-1,学校,40.007621,116.319834
1,-1,学校,40.007686,116.320243
1,-1,学校,40.007912,116.320328
1,-1,学校,40.008172,116.320571
1,-1,学校,40.008373,116.320857
1,-1,学校,40.008565,116.321079
1,-1,学校,40.008776,116.321462
1,-1,学校,40.008873,116.321615
1,-1,学校,40.008862,116.322009
1,-1,学校,40.008835,116.322331
1,-1,学校,40.008833,116.322297
1,-1,学校,40.008786,116.322741
1,-1,学校,40.009107,116.322177
1,-1,学校,40.008827,116.321784
1,-1,学校,40.008905,116.321683
1,-1,学校,40.008607,116.321862
1,-1,学校,40.009027,116.321399
1,-1,银行,40.009269,116.320978
2,-1,家庭社区,39.984094,116.319236
2,-1,家庭社区,39.984198,116.319322
2,-1,家庭社区,39.984674,116.31981
2,-1,家庭社区,39.984579,116.319769
2,-1,家庭社区,39.984741,116.320037
2,-1,家庭社区,39.984529,116.320573
